Date,Open,High,Low,Close,Adj Close,Volume,SMA,EMA,MACD,MACD_Signal,RSI,ATR,OBV,Percent_R,ADX,CCI,ROC,Percent_Change,Signal_Line,%D,%K
25/01/2013,42.18,42.27,41.630001,42.189999,34.65995,5813600,39.62214293,40.06208587,1.409573655,1.487702058,65.53770668,1.028957825,10480900,-16.63748102,33.96945057,87.92355153,0.500235827,0.500235827,40.88072125,85.11199946,82.95390244
28/01/2013,42.189999,42.619999,41.959999,42.330002,34.774971,6555300,39.91428579,40.36447469,1.409573655,1.487702058,66.17080429,1.002603695,17036200,-14.18558917,33.96945057,87.92355153,0.331839306,0.331839306,41.1705774,85.11199946,82.95390244
29/01/2013,42.330002,42.43,41.779999,42.119999,34.60244,4674000,40.24285714,40.5985446,1.409573655,1.487702058,64.26373999,0.977417788,12362200,-18.51180345,33.96945057,87.92355153,-0.496109119,-0.496109119,41.36046172,84.05772223,83.55504212
30/01/2013,42.220001,42.450001,41.970001,42.02,34.520294,4765000,40.53357136,40.78807199,1.409573655,1.487702058,63.32779966,0.941887946,7597200,-20.326668,33.96945057,87.92355153,-0.237414536,-0.237414536,41.49236938,82.94475256,82.32531313
31/01/2013,42.049999,42.049999,41.529999,41.720001,34.273846,4832600,40.76071421,40.91232919,1.409573655,1.487702058,60.48191978,0.911753093,2764600,-25.77129792,33.96945057,65.64709102,-0.71394336,-0.71394336,41.5378957,81.44792182,78.46341021
01/02/2013,42.099998,42.450001,41.75,42.41,34.840683,4787100,41.03499993,41.11201863,1.409573655,1.487702058,64.44010387,0.898770729,7551700,-13.2486255,33.96945057,74.48080186,1.653880593,1.653880593,41.71231656,80.33550873,80.21780286
04/02/2013,42.029999,42.360001,41.790001,41.860001,34.388851,3435100,41.29571436,41.21174961,1.409573655,1.487702058,59.33819601,0.878858463,4116600,-23.23046215,33.96945057,61.51513924,-1.296861589,-1.296861589,41.74185345,79.31036152,79.24987148
05/02/2013,42.18,42.57,41.889999,42.330002,34.774971,3342200,41.5978575,41.36084993,1.409573655,1.487702058,62.09966987,0.866797072,7458800,-14.70049535,33.96945057,65.97100878,1.122792615,1.122792615,41.85948316,80.80260445,82.940139
06/02/2013,42.23,42.32,41.869999,41.98,34.487438,4216000,41.886429,41.44340327,1.409573655,1.487702058,58.89215857,0.837740353,3242800,-36.24996875,33.96945057,53.65439299,-0.826841445,-0.826841445,41.88358653,79.15434502,75.27302458
07/02/2013,41.84,42.48,41.330002,42.450001,34.873547,8756700,41.99357186,41.5776163,1.409573655,1.487702058,61.74929689,0.860044471,11999500,-21.5624375,33.96945057,51.37107615,1.119583135,1.119583135,41.99686942,78.01406546,75.8290328
08/02/2013,42.41,42.849998,42.380001,42.830002,35.185715,5285400,42.165715,41.74460106,1.409573655,1.487702058,63.93202193,0.832183937,17284900,-11.31377151,33.96945057,77.7471683,0.895173124,0.895173124,42.16349594,76.01999938,76.95794075
11/02/2013,42.700001,42.73,42.049999,42.279999,34.733887,4555000,42.19571486,41.81598745,1.409573655,1.487702058,58.71002209,0.828456727,12729900,-47.51389091,33.96945057,58.99789952,-1.284153571,-1.284153571,42.18679655,75.33009119,73.20330003
12/02/2013,42.400002,43.209999,42.369999,43.209999,35.49791,6166300,42.26500036,42.00185566,1.409573655,1.487702058,64.05621682,0.835709818,18896200,0,33.52049127,98.22908977,2.199621623,2.199621623,42.39143704,76.85067332,80.39077919
13/02/2013,43.369999,43.470001,42.380001,42.669998,35.054268,5312500,42.31428593,42.09094131,1.409573655,1.487702058,59.25837261,0.853873403,13583700,-37.38333523,33.334517,103.0015642,-1.249713058,-1.249713058,42.44714923,75.09833461,71.70092462
14/02/2013,42.43,43.099998,42.200001,42.939999,35.276093,9128700,42.36785736,42.204149,1.409573655,1.487702058,60.83782714,0.857167945,22712400,-24.76646017,32.86020815,116.1137649,0.632765439,0.632765439,42.54571919,77.12503512,79.28340153
15/02/2013,43.09,45.869999,42.990002,44.639999,36.672668,15734100,42.53285714,42.528929,1.409573655,1.487702058,68.98948536,1.005227378,38446500,-27.09252892,34.24373232,327.0060992,3.959012668,3.959012668,42.96457515,73.74562824,70.25255856
19/02/2013,44.630001,45.09,44.57,44.880001,36.869843,7257800,42.73000014,42.84240527,1.409573655,1.487702058,69.940764,0.970568279,45704300,-21.80613776,35.52843334,277.5340044,0.537638901,0.537638901,43.34766032,74.99363927,75.44495772
20/02/2013,44.75,45.009998,43.779999,43.82,35.999027,7167500,42.85857157,42.97275123,1.409573655,1.487702058,61.03531076,0.989099045,38536800,-45.15419283,35.59797703,164.298663,-2.361856008,-2.361856008,43.44212826,71.44885437,68.64904683
21/02/2013,43.599998,43.849998,43.23,43.41,35.662209,6876100,42.97928579,43.03105107,1.317280928,1.453617832,57.96116116,0.962734685,31660700,-54.18503581,34.9615993,79.84395145,-0.935645824,-0.935645824,43.4357026,67.90407192,59.6182112
22/02/2013,43.549999,43.549999,42.959999,43.369999,35.629345,6314700,43.04785714,43.07624412,1.2267691,1.408248085,57.65604839,0.936110779,25346000,-55.06611568,34.03933551,53.06313177,-0.092146971,-0.092146971,43.42256188,58.93293664,48.53155189
25/02/2013,43.48,43.630001,42.360001,42.360001,34.79961,7140900,43.08357143,42.98074504,1.061305359,1.33885954,50.43660809,0.959960009,18205100,-77.31278237,32.48057935,0.23418947,-2.328794151,-2.328794151,43.21004971,48.65392838,37.81202205
26/02/2013,42.400002,42.619999,42.049999,42.490002,34.90641,10644400,43.095,42.91531264,0.929944327,1.257076498,51.28219304,0.932105722,28849500,-74.44932232,30.68925712,-40.16834474,0.306895649,0.306895649,43.06604017,39.13361127,31.05725988
27/02/2013,42.529999,44.02,42.529999,43.799999,35.982605,10417100,43.22499993,43.03327082,0.920929669,1.189847132,58.89284618,0.974812314,39266600,-45.59474379,30.16777624,59.00299006,3.083071166,3.083071166,43.21283193,34.36122192,34.21438384
28/02/2013,43.610001,43.68,42.869999,43.389999,35.645794,10477200,43.29214264,43.08083457,0.870665424,1.12601079,55.94700531,0.971611434,28789400,-64.92146597,29.68354399,39.78990664,-0.936073081,-0.936073081,43.24826535,34.53882212,38.34482264
01/03/2013,42.93,43.630001,42.91,43.549999,35.777218,7521200,43.343571,43.14338983,0.834126026,1.067633837,56.85400684,0.95363926,36310600,-60.73298429,29.23389976,37.99921276,0.368748568,0.368748568,43.30861208,38.49204727,42.91693532
04/03/2013,43.310001,43.869999,43.189999,43.779999,35.966171,6451100,43.45071386,43.22827105,0.814340161,1.016975102,58.18672794,0.934093599,42761700,-54.71204188,29.01144104,56.38468565,0.5281286,0.5281286,43.40288946,40.37986464,39.87783595
05/03/2013,44.110001,45.18,42.799999,44.880001,36.869843,10590400,43.56999971,43.44850171,0.877307632,0.989041608,63.92584737,1.037372699,53352100,-25.91617801,29.71909154,112.0067801,2.51256744,2.51256744,43.69831177,45.22478996,52.8795986
06/03/2013,45.02,45.490002,44.439999,44.810001,36.812336,6312300,43.72285707,43.63003495,0.911059267,0.97344514,63.33014295,1.038274863,47039800,-27.74863874,30.5606736,154.8911898,-0.155971476,-0.155971476,43.92064962,52.210605,63.87438045
07/03/2013,44.509998,45.639999,44.48,44.98,37.051212,8036100,43.86857143,43.81003029,0.940681589,0.96689243,64.20258974,1.046969444,55075900,-23.29840314,31.43222091,145.1583157,0.379377363,0.379377363,44.13251969,63.69985748,74.34559337
08/03/2013,45.150002,46.130001,45.150002,46,37.891415,7998300,43.96571436,44.10202625,1.034537463,0.980421436,68.97254568,1.054328841,63074200,-3.186297458,32.52972365,175.2790941,2.267674522,2.267674522,44.50601575,73.38073135,81.92222022
11/03/2013,45.860001,46.099998,45.549999,45.900002,37.80904,4325500,44.03857157,44.34175635,1.088304619,1.001998073,68.01568728,1.018305281,58748700,-5.637227629,33.54883335,151.8526287,-0.217386957,-0.217386957,44.784813,81.85350139,89.29269059
12/03/2013,45.830002,46,45.439999,45.919998,37.825516,4209400,44.18857143,44.55218857,1.119622674,1.025522993,68.1109558,0.985569261,62958100,-5.14712983,34.30617248,128.151247,0.043564268,0.043564268,45.01185,88.85267528,95.34311503
13/03/2013,46,46.02,45.450001,45.939999,37.841995,4647600,44.36928564,44.73722996,1.1329959,1.047017574,68.21294541,0.955885671,67605700,-4.656909482,35.02344391,114.390475,0.043556187,0.043556187,45.1974798,93.16290555,94.85291102
14/03/2013,46.330002,47.419998,46.209999,46.950001,38.673958,9221900,44.62500007,45.0322661,1.211131825,1.079840425,72.92248507,0.993322337,76827600,-8.752273511,36.52244295,161.2682972,2.19852421,2.19852421,45.54798404,94.67019615,93.81456239
15/03/2013,46.779999,47.130001,46.59,46.759998,38.51746,6930700,44.93928557,45.26263035,1.243390423,1.112550424,70.79743769,0.960942242,69896900,-12.29050508,37.91437062,139.7173933,-0.404692217,-0.404692217,45.79038683,93.36697024,91.43343731
18/03/2013,46.029999,46.880001,45.52,46.540001,38.336235,5859700,45.22857121,45.43294644,1.236944944,1.137429328,68.315078,0.989446439,64037200,-17.99585235,37.46132541,95.45818496,-0.470481201,-0.470481201,45.94030967,90.74504091,86.98712302
19/03/2013,46.689999,46.950001,45.509998,45.75,37.68549,8394600,45.367857,45.47522025,1.154778806,1.140899224,60.15797502,1.02162905,55642600,-36.14715068,37.09399239,74.56933299,-1.697466659,-1.697466659,45.90224773,85.42535254,77.8554973
20/03/2013,46.200001,46.540001,46.099998,46.279999,38.122059,7359000,45.57428557,45.58252408,1.119522877,1.136623955,63.32211544,1.00508419,63001600,-24.67530837,36.75289744,78.56464938,1.15846776,1.15846776,45.97779799,79.52328328,73.72722953
21/03/2013,45.860001,46.459999,45.77,45.889999,37.800804,6176700,45.74142843,45.62352074,1.048031503,1.118905464,59.57292493,0.982578105,56824900,-33.11686864,35.90388301,59.55557573,-0.842696647,-0.842696647,45.96023819,73.42320587,68.68689077
22/03/2013,46.189999,46.48,45.830002,45.98,37.874947,7187700,45.89857136,45.67105131,0.987255932,1.092575558,60.15916824,0.958822383,64012600,-31.16879463,35.13516804,57.38821562,0.196123343,0.196123343,45.96419055,70.92015436,70.34634279
25/03/2013,46.060001,46.299999,45.290001,45.419998,37.413658,7587500,45.93714257,45.63757753,0.883716439,1.050803734,54.83121532,0.962477784,56425100,-67.11411648,33.56108875,28.90176414,-1.217925185,-1.217925185,45.85535204,65.07776899,56.20007342
26/03/2013,45.560001,45.959999,45.189999,45.709999,37.652538,6115400,46.00142814,45.64723373,0.815658894,1.003774766,56.95716987,0.948729371,62540500,-58.16327086,31.94730819,19.09249473,0.638487479,0.638487479,45.82628143,58.13256296,47.85127268
27/03/2013,45.450001,46.279999,45.34,46.16,38.023212,4105400,46.08571386,45.71560256,0.788939713,0.960807755,60.09575113,0.948105773,66645900,-55.50661763,30.8363576,36.41029158,0.984469503,0.984469503,45.89302515,47.9300037,39.73866501
28/03/2013,46.349998,46.799999,46.119999,46.689999,38.459785,5955500,46.1349995,45.84552209,0.801294238,0.928905052,63.47392373,0.928955361,72601400,-32.73539585,30.38027855,86.31699329,1.148178076,1.148178076,46.05241992,46.26272541,51.19823855
01/04/2013,46.73,47.029999,45.330002,45.740002,37.677258,9448800,46.12357093,45.83145274,0.726058915,0.888335825,54.55823542,0.984029763,63152600,-75.33617728,28.74606219,32.39177126,-2.034690555,-2.034690555,45.98993633,45.47027999,45.47393641
02/04/2013,45.860001,45.990002,45.380001,45.509998,37.487801,7122200,46.09428521,45.78859211,0.640491788,0.838767017,52.63072506,0.957313423,56030400,-85.65026262,27.22857556,-37.15671429,-0.502850874,-0.502850874,45.89394867,44.03274324,35.42605475
03/04/2013,45.639999,45.849998,44.619999,44.84,36.935905,8530900,46.01571386,45.66211316,0.512705831,0.77355478,47.37961919,0.976790964,47499500,-92.14281862,25.76079863,-136.9317011,-1.472199581,-1.472199581,45.68315893,32.17452388,15.62358049
04/04/2013,44.77,45.52,44.73,44.919998,37.001793,6933200,45.87071364,45.56316447,0.413127433,0.701469311,48.04614884,0.963448753,54432700,-88.04785813,24.39786291,-148.8023394,0.178407672,0.178407672,45.53052675,20.81199626,11.38635354
05/04/2013,44.25,45.380001,43.77,45.200001,37.232433,8295700,45.75928529,45.51474268,0.352738587,0.631723166,50.41367948,1.009631056,62728400,-56.13492519,24.2118094,-187.8684516,0.623337071,0.623337071,45.4644216,16.07824446,21.22479935
08/04/2013,45.220001,46.220001,45.119999,46.189999,38.04792,7022000,45.73428514,45.60477685,0.380379774,0.581454488,57.74543268,1.016086123,69750400,-25.76687907,22.88720575,-10.90396004,2.190261013,2.190261013,45.60953708,25.32042181,43.35011254
09/04/2013,46.34,46.490002,45.610001,45.860001,37.776093,5262500,45.74214236,45.63880674,0.371376536,0.539438897,54.83494962,1.006365758,64487900,-35.88952021,21.32645205,12.2199832,-0.714436041,-0.714436041,45.65962986,41.77037902,60.73622517
10/04/2013,46.040001,46.68,45.990002,46.610001,38.39389,5755600,45.76571393,45.76829931,0.419919566,0.515535031,59.79475656,0.993053846,70243500,-12.88337819,19.96105993,78.35951529,1.635412088,1.635412088,45.84970409,59.74658174,75.15340751
11/04/2013,46.52,46.959999,46.240002,46.299999,38.138546,4563900,45.79499964,45.8391926,0.428436942,0.498115413,57.00807976,0.973549786,65679600,-22.39264491,19.03222111,81.9248928,-0.665097604,-0.665097604,45.93976307,70.72259497,76.27815223
12/04/2013,46.049999,46.759998,46.040001,46.57,38.360939,4808900,45.8371425,45.93663359,0.451766169,0.488845564,58.80866993,0.955438873,70488500,-14.1104031,17.89475289,81.37616442,0.58315552,0.58315552,46.06581046,78.32313923,83.53785794
15/04/2013,46.139999,46.34,44.889999,44.959999,37.03474,5201800,45.80428543,45.80641564,0.336462592,0.45836897,46.34431165,1.00719331,65286700,-63.49695199,17.73685867,-81.81218981,-3.45716341,-3.45716341,45.84464817,75.49422561,66.66666667
16/04/2013,45.349998,46.310001,45.25,46.169998,38.031448,4103000,45.8371425,45.85489329,0.338814838,0.434458144,54.20082373,1.031679645,69389700,-26.38040687,17.5902426,7.002039118,2.691278974,2.691278974,45.90971813,71.84731243,65.33741268
17/04/2013,45.810001,46.02,45.189999,45.439999,37.430138,5428600,45.78571386,45.79957405,0.278563089,0.403279133,49.49241066,1.027988171,63961100,-48.7730211,17.51979321,-49.64274411,-1.58111118,-1.58111118,45.81577431,61.92909534,53.78320668
18/04/2013,45.43,45.73,44.52,44.709999,36.828804,6696800,45.64428529,45.65429738,0.169949176,0.356613141,45.25838932,1.040989016,57264300,-71.165666,18.14514717,-125.4046411,-1.60651412,-1.60651412,45.59461925,56.78252935,51.22696868
19/04/2013,44.830002,46.139999,44.599998,46.060001,37.940845,7563900,45.66714236,45.70839119,0.19060853,0.323412219,53.22736509,1.076632729,64828200,-28.21311229,18.08548414,-24.90995568,3.019463275,3.019463275,45.6876956,51.87541408,50.61606687
22/04/2013,46.27,47.150002,46.220001,46.950001,38.673958,4959600,45.76999971,45.87393917,0.275619608,0.313853697,57.60865881,1.077587605,69787800,-5.917185848,16.88530244,145.7778792,1.932262225,1.932262225,45.94015668,55.58146028,64.90134529
23/04/2013,47.080002,47.130001,45.93,46.75,38.509224,6603600,45.90642829,45.99074728,0.323128269,0.315708611,56.33166163,1.086331419,63184200,-11.8343717,15.92555869,106.5592543,-0.425987211,-0.425987211,46.10212534,66.73195185,84.67844339
24/04/2013,46.880001,47.139999,45.939999,46.060001,37.940845,4478200,45.98785707,45.99998111,0.301625126,0.312891914,52.04533775,1.094450603,58706000,-32.24853121,15.02157319,68.57289443,-1.47593369,-1.47593369,46.09370047,77.63769747,83.33330375
25/04/2013,46.110001,46.380001,45.75,45.970001,37.866707,6970100,46.04285707,45.99598376,0.274161123,0.305145756,51.49494118,1.061275632,51735900,-44.86692406,14.41862575,20.66843941,-0.195397304,-0.195397304,46.06896058,79.45393494,70.35005768
26/04/2013,45.970001,46.52,45.790001,46.27,38.113819,4846000,46.04857143,46.03251926,0.273450943,0.298806793,53.26897217,1.037613015,56581900,-33.46012665,13.65746275,45.87272025,0.652597332,0.652597332,46.10916846,72.27494471,63.14147269
29/04/2013,46.360001,46.869999,46.139999,46.279999,38.122059,4432200,46.07857129,46.06551656,0.270575925,0.29316062,53.33023982,1.015640657,61014100,-33.07993682,12.90572086,73.19335744,0.021610115,0.021610115,46.14333457,65.45195596,62.86433749
30/04/2013,46.279999,46.57,45.279999,45.779999,37.71019,8810900,46.01928543,46.02744755,0.225353892,0.279599274,49.81326714,1.035237824,52203200,-52.09132921,12.86177399,-2.449461885,-1.080380317,-1.080380317,46.07066746,62.15400421,60.45620244
01/05/2013,45.75,46.939999,45.470001,46.400002,38.220921,7927400,46.0264285,46.07712148,0.236814317,0.271042283,53.87524885,1.066292123,60130600,-28.51708858,12.30121907,46.24606159,1.354309772,1.354309772,46.13653436,61.80814058,62.1038818
02/05/2013,47.02,48.299999,46.810001,47.349998,39.003445,10442800,46.08214264,46.24683835,0.318877701,0.280609366,59.3096659,1.125842471,70573400,-25.13230824,12.5956964,197.1154648,2.047405084,2.047405084,46.37922709,62.43772519,64.75309133
03/05/2013,47.68,47.970001,47.330002,47.400002,39.044636,9129000,46.25642857,46.4005935,0.383527364,0.301192966,59.57961818,1.091139366,79702400,-23.80945074,12.86913964,189.585667,0.105605073,0.105605073,46.58338207,67.01245242,74.18038415
06/05/2013,47.419998,47.540001,47.139999,47.169998,38.855179,3705800,46.32785714,46.50318077,0.41146023,0.323246418,57.68393422,1.041772411,75996600,-29.89421426,12.85679026,131.6835964,-0.485240486,-0.485240486,46.70070526,70.88493924,73.72134225
07/05/2013,47.209999,47.720001,47.130001,47.650002,39.250561,3395500,46.4857145,46.65609026,0.466946865,0.351986508,60.50797992,1.009502953,79392100,-17.19569238,13.04258127,139.7213966,1.017604453,1.017604453,46.89056461,74.75620242,76.36688087
08/05/2013,47.5,47.59,46.669998,46.950001,38.673958,5899100,46.64571464,46.69527836,0.449257433,0.371440693,54.76774359,1.007395885,73493000,-36.48642257,12.55464159,78.63638974,-1.469047158,-1.469047158,46.90245189,74.07648224,72.1412236
09/05/2013,46.939999,47.200001,46.740002,46.900002,38.632782,4401800,46.70571471,46.72257485,0.426289925,0.382410539,54.37098017,0.968296108,69091200,-46.35751656,12.10155474,59.39612555,-0.10649414,-0.10649414,46.90196191,71.72052021,66.65345616
10/05/2013,46.950001,47.77,46.950001,47.75,39.332943,4818000,46.7628575,46.85956487,0.471243541,0.40017714,59.71416733,0.961274814,73909200,-18.21188742,12.37225793,104.6634179,1.812362396,1.812362396,47.07156953,68.36980142,66.31472449
13/05/2013,47.560001,49.060001,47.540001,48.98,40.34613,6782800,46.92214321,47.14228955,0.599212973,0.439984306,65.93125842,1.001183756,80692000,-2.116427452,13.83113019,180.4787704,2.57591623,2.57591623,47.45325562,70.24652339,77.77138952
14/05/2013,49.02,50.73,49.02,50.029999,41.211037,9562000,47.2057145,47.52731748,0.776405889,0.507268623,70.16418938,1.054670631,90254000,-12.84405269,16.23647476,246.9350977,2.143730094,2.143730094,47.9686043,77.67621939,88.94254415
15/05/2013,49.759998,50.419998,49.599998,50.400002,41.515812,5072800,47.52214314,47.91034208,0.935900227,0.592994944,71.50761888,1.037908443,95326800,-6.055008063,18.47000901,216.4926812,0.739562277,0.739562277,48.45488384,86.56959031,92.99483727
16/05/2013,50.330002,50.669998,49.560001,49.560001,40.823883,7089400,47.75714321,48.1302966,0.983186022,0.671033159,64.41622585,1.043057625,88237400,-21.46786762,20.68127731,172.5525968,-1.666668585,-1.666668585,48.67590727,89.49391287,86.54435721
17/05/2013,50.189999,51.540001,50.130001,51.529999,42.446625,8500600,48.13214321,48.58359026,1.166179735,0.770062475,71.54360399,1.109982081,96738000,-0.159776307,23.17042262,198.6913484,3.974975707,3.974975707,49.24672562,90.10388127,90.77244934
20/05/2013,51.439999,51.529999,50.93,51.049999,42.051235,5021000,48.50857179,48.91244476,1.257970483,0.867644076,67.97118204,1.073554718,91717000,-8.072520593,25.48177183,160.8184832,-0.931496234,-0.931496234,49.60738029,89.13891724,90.09994516
21/05/2013,51,51.349998,50.560001,51.029999,42.034752,4126700,48.83928586,49.19478532,1.313955023,0.956906266,67.81922592,1.053300595,87590300,-10.47231388,27.00406457,126.4024832,-0.039177278,-0.039177278,49.89190403,91.54584141,93.76512974
22/05/2013,51.049999,52.459999,50.84,51.259998,42.224224,7655900,49.11857157,49.47014701,1.361191206,1.037763254,68.68620714,1.093779053,95246200,-20.72540229,29.00132903,126.7123971,0.450713315,0.450713315,50.16552283,90.25833199,86.90992108
23/05/2013,50.630001,51.290001,50.009998,51.060001,42.059475,4752400,49.38000007,49.68212754,1.366733285,1.10355726,66.99598343,1.107080763,90493800,-24.17958132,29.63759736,86.93220562,-0.390161935,-0.390161935,50.34441846,87.40531722,81.54090084
24/05/2013,50.57,50.91,50.27,50.75,41.804123,3782500,49.6357145,49.82451054,1.330770637,1.148999935,64.35257143,1.084432209,86711300,-29.53365638,30.22841795,72.50182065,-0.607130815,-0.607130815,50.42553477,81.21264731,75.18712
28/05/2013,51.349998,51.84,51.02,51.299999,42.257168,3640900,49.89642857,50.02124233,1.33130386,1.18546072,66.85155146,1.084829908,90352200,-20.03453885,31.33201247,90.3689855,1.083741872,1.083741872,50.60042762,77.38180955,75.41740782
29/05/2013,50.889999,50.950001,49.860001,50.450001,41.556995,4293300,50.14642857,50.07841016,1.248743965,1.198117369,59.86665088,1.110199057,86058900,-35.1398436,30.859419,48.45551517,-1.656916212,-1.656916212,50.57034229,74.12283829,71.76398705
30/05/2013,50.560001,51.27,50.259998,50.299999,41.433449,4710200,50.3892855,50.10795533,1.157863614,1.190066618,58.70102745,1.103042125,81348700,-39.20146613,30.6410423,51.04230615,-0.297328042,-0.297328042,50.51627363,71.90759289,68.5413838
31/05/2013,50.220001,50.91,49.5,49.5,40.774456,5447500,50.5142855,50.02689462,1.00964845,1.153982985,52.79686228,1.124967687,75901200,-60.16260576,29.57188932,19.53996722,-1.5904553,-1.5904553,50.31301891,65.15691079,55.1653615
03/06/2013,49.5,49.700001,48.650002,49.59,40.848598,4558100,50.55785693,49.96864201,0.889198979,1.101026183,53.36514076,1.119612781,80459300,-75.32811706,27.73151962,-16.06381078,0.181818182,0.181818182,50.16841513,55.15867188,41.76927035
04/06/2013,49.400002,50.130001,48.490002,49.110001,40.453201,5145400,50.49214279,49.85415654,0.746405896,1.030102126,49.91375803,1.156783225,75313900,-84.38288492,26.38628025,-27.07139064,-0.967935068,-0.967935068,49.9567323,41.21447642,26.70879742
05/06/2013,49.029999,49.18,47.919998,48.220001,39.720089,5381000,50.33642843,49.63626913,0.555027772,0.935087255,44.2050049,1.164155995,69932900,-93.39200586,24.59068093,-78.14647934,-1.812258159,-1.812258159,49.60938604,28.0367995,15.63233072
06/06/2013,48.240002,48.860001,47.689999,48.84,40.331173,5712000,50.28499979,49.53009992,0.448221153,0.837714035,48.61411085,1.164573567,75644900,-75.89096436,22.95930245,-87.81275058,1.285771437,1.285771437,49.45550883,19.2619477,15.44471495
07/06/2013,47.84,48.959999,47.610001,48.029999,39.662289,10327800,50.03499979,49.33008646,0.294817356,0.729134699,43.74990793,1.177818169,65317100,-91.34024385,21.34502274,-117.5851412,-1.658478706,-1.658478706,49.17040687,14.73421366,13.12559531
10/06/2013,48.259998,48.529999,47.639999,47.790001,39.464088,5045500,49.80214279,49.12474173,0.152124315,0.613732622,42.39632672,1.157259728,60271600,-96.28865826,19.84604872,-138.3286848,-0.499683542,-0.499683542,48.89432569,13.57678492,12.16004451
