Date,Open,High,Low,Close,Adj Close,Volume,SMA,EMA,MACD,MACD_Signal,RSI,ATR,OBV,Percent_R,ADX,CCI,ROC,Percent_Change,Signal_Line,%D,%K,Actual Sentiment,Sentiment value
02/01/2013,50.799999,51.25,50.639999,51.099998,46.454639,11674700,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,11674700,-2.671718577,44.60943251,91.86296481,0.215266153,0.215266153,50.99666633,88.46194083,86.3539843,,
03/01/2013,51.049999,51.34,50.84,51.209999,46.554646,7566600,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,19241300,-2.671718577,44.60943251,91.86296481,0.215266153,0.215266153,50.99666633,88.46194083,86.3539843,,
04/01/2013,51.380001,52.34,51.330002,52.189999,47.44556,8745900,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,27987200,-2.671718577,44.60943251,91.86296481,1.91368877,1.91368877,50.99666633,88.46194083,86.3539843,,
07/01/2013,51.759998,51.759998,50.66,50.970001,46.336468,9472100,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,18515100,-2.671718577,44.60943251,91.86296481,-2.337608782,-2.337608782,50.99666633,88.46194083,86.3539843,Neutral,0.6670402
08/01/2013,50.880001,51.18,50.57,50.759998,46.145554,8637600,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,9877500,-2.671718577,44.60943251,91.86296481,-0.412012941,-0.412012941,50.99666633,88.46194083,86.3539843,,
09/01/2013,50.93,51.5,50.759998,50.779999,46.163731,8389000,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,18266500,-2.671718577,44.60943251,91.86296481,0.039403075,0.039403075,50.99666633,88.46194083,86.3539843,,
10/01/2013,50.869999,51.240002,50.59,50.790001,46.172832,8097400,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,26363900,-2.671718577,44.60943251,91.86296481,0.019696731,0.019696731,50.99666633,88.46194083,86.3539843,Neutral,0.93346226
11/01/2013,50.82,51.02,50.450001,50.580002,45.981915,7149000,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,19214900,-2.671718577,44.60943251,91.86296481,-0.413465241,-0.413465241,50.99666633,88.46194083,86.3539843,,
14/01/2013,50.400002,50.830002,50.18,50.59,45.991013,9308800,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,28523700,-2.671718577,44.60943251,91.86296481,0.019766705,0.019766705,50.99666633,88.46194083,86.3539843,,
15/01/2013,50.470001,51.150002,50.43,51.09,46.445553,7299500,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,35823200,-2.671718577,44.60943251,91.86296481,0.988337616,0.988337616,51.01533307,88.46194083,86.3539843,,
16/01/2013,50.849998,51.779999,50.799999,51.529999,46.845547,7371800,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,43195000,-2.671718577,44.60943251,91.86296481,0.861223331,0.861223331,51.11826625,88.46194083,86.3539843,,
17/01/2013,51.84,52.700001,51.84,52.41,47.645557,10132100,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,53327100,-2.671718577,44.60943251,91.86296481,1.707745036,1.707745036,51.376613,88.46194083,86.3539843,,
18/01/2013,52.240002,52.34,51.810001,52.34,47.581917,8490900,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,44836200,-2.671718577,44.60943251,91.86296481,-0.133562297,-0.133562297,51.5692904,88.46194083,86.3539843,,
22/01/2013,52.389999,52.799999,52.18,52.73,47.93647,6635200,51.36214257,51.36214257,1.078658116,1.285049191,72.72728578,0.8500005,51471400,-2.671718577,44.60943251,91.86296481,0.745128009,0.745128009,51.80143232,88.46194083,86.3539843,,
23/01/2013,52.860001,54.16,52.779999,53.950001,49.045563,13842700,51.56571421,51.70719036,1.078658116,1.285049191,72.72728578,0.8500005,65314100,-5.276356784,44.60943251,91.86296481,2.313675327,2.313675327,52.23114606,88.46194083,86.3539843,,
