Date,Open,High,Low,Close,Adj Close,Volume
02/01/2013,50.799999,51.25,50.639999,51.099998,46.454639,11674700
03/01/2013,51.049999,51.34,50.84,51.209999,46.554646,7566600
04/01/2013,51.380001,52.34,51.330002,52.189999,47.44556,8745900
07/01/2013,51.759998,51.759998,50.66,50.970001,46.336468,9472100
08/01/2013,50.880001,51.18,50.57,50.759998,46.145554,8637600
09/01/2013,50.93,51.5,50.759998,50.779999,46.163731,8389000
10/01/2013,50.869999,51.240002,50.59,50.790001,46.172832,8097400
11/01/2013,50.82,51.02,50.450001,50.580002,45.981915,7149000
14/01/2013,50.400002,50.830002,50.18,50.59,45.991013,9308800
15/01/2013,50.470001,51.150002,50.43,51.09,46.445553,7299500
16/01/2013,50.849998,51.779999,50.799999,51.529999,46.845547,7371800
17/01/2013,51.84,52.700001,51.84,52.41,47.645557,10132100
18/01/2013,52.240002,52.34,51.810001,52.34,47.581917,8490900
22/01/2013,52.389999,52.799999,52.18,52.73,47.93647,6635200
23/01/2013,52.860001,54.16,52.779999,53.950001,49.045563,13842700
24/01/2013,54.029999,54.869999,53.919998,53.950001,49.045563,13608000
25/01/2013,53.799999,54.560001,53.610001,54.380001,49.43647,7939400
28/01/2013,54.279999,54.560001,54.099998,54.360001,49.418297,7133500
29/01/2013,54.150002,54.209999,53.529999,53.990002,49.081921,7786400
30/01/2013,53.849998,54,53.549999,53.790001,48.900108,9821800
31/01/2013,53.84,54.25,53.650002,53.880001,48.981922,7333900
01/02/2013,54.18,54.869999,54.150002,54.59,49.62738,9552300
04/02/2013,54.16,54.5,53.799999,53.900002,49.000107,7717400
05/02/2013,54.360001,54.41,54,54.290001,49.354652,10246400
06/02/2013,55.400002,55.5,54.41,54.52,49.56374,26833600
07/02/2013,54.07,54.48,53.41,54.360001,49.418297,11723200
08/02/2013,54.380001,54.720001,54.310001,54.66,49.691017,9584300
11/02/2013,54.650002,54.98,54.59,54.75,49.772831,6358600
12/02/2013,54.77,55.049999,54.689999,54.950001,49.954647,8758100
13/02/2013,55.080002,55.299999,54.669998,54.959999,49.963745,5701400
14/02/2013,54.919998,55.169998,54.709999,54.880001,49.891022,8564500
15/02/2013,55.049999,55.619999,54.889999,55.610001,50.554653,17783400
19/02/2013,55.580002,55.950001,55.57,55.73,50.663746,7780500
20/02/2013,55.619999,55.82,54.560001,54.599998,49.636467,8460700
21/02/2013,54.580002,54.82,54.009998,54.169998,49.245552,6802500
22/02/2013,54.389999,54.580002,53.93,54.25,49.318287,7603600
25/02/2013,54.599998,54.790001,53.59,53.59,48.718292,9830200
26/02/2013,53.810001,54.040001,53.599998,53.900002,49.000107,6238300
27/02/2013,53.900002,54.66,53.849998,54.48,49.527386,7243500
28/02/2013,54.540001,55.040001,54.389999,54.59,49.62738,6605000
01/03/2013,54.310001,55.369999,54.299999,55.330002,50.300106,8311500
04/03/2013,55.16,55.84,55,55.799999,50.727383,6357400
05/03/2013,55.950001,56.580002,55.900002,56.48,51.345562,7067900
06/03/2013,56.529999,56.84,56.25,56.360001,51.236481,5572600
07/03/2013,56.360001,56.470001,56.009998,56.32,51.200111,4813700
08/03/2013,56.560001,57.509998,56.52,57.389999,52.172836,8157800
11/03/2013,57.389999,57.75,57.34,57.66,52.418293,7155200
12/03/2013,57.52,57.630001,56.700001,57.110001,51.918293,7159100
13/03/2013,57.16,57.439999,56.939999,57.34,52.127388,5209800
14/03/2013,57.349998,57.82,57.27,57.75,52.500114,5908200
15/03/2013,57.5,57.779999,57.34,57.580002,52.345566,13788100
18/03/2013,57.080002,57.189999,56.75,56.830002,51.66375,5125800
19/03/2013,56.830002,57.049999,55.759998,56.310001,51.191021,8884200
20/03/2013,56.59,57.150002,56.540001,56.939999,51.763752,6018700
21/03/2013,56.740002,56.849998,56.16,56.310001,51.191021,5168500
22/03/2013,56.650002,57.099998,56.52,56.779999,51.618294,5500200
25/03/2013,57,57.110001,55.869999,56.209999,51.100105,7881500
26/03/2013,56.41,56.73,56.330002,56.630001,51.48193,4675600
27/03/2013,56.34,56.5,55.990002,56.470001,51.336475,6392400
28/03/2013,56.59,56.939999,56.5,56.799999,51.636475,6705600
01/04/2013,56.889999,57.139999,56.150002,56.689999,51.536476,6722400
02/04/2013,57.040001,57.459999,56.959999,57.459999,52.236473,6575300
03/04/2013,57.639999,57.75,57,57.25,52.045563,8101000
04/04/2013,57.279999,57.720001,57.18,57.59,52.35466,6412400
05/04/2013,56.889999,57.73,56.369999,57.700001,52.454659,7034700
08/04/2013,57.830002,58.82,57.759998,58.82,53.472839,9796200
