Date,Open,High,Low,Close,Adj Close,Volume,SMA,EMA,MACD,MACD_Signal,RSI,ATR,OBV,Percent_R,ADX,CCI,ROC,Percent_Change,Signal_Line,%D,%K,Actual Sentiment,Sentiment value
02/01/2013,13.601429,13.687143,12.955714,13.144286,13.144286,19431300,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,19431300,-48.44314616,72.93595709,152.8648125,4.977714271,4.977714271,13.96174611,88.16160605,91.15677198,,
03/01/2013,13.138571,13.988571,13.075714,13.798571,13.798571,27912500,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,47343800,-48.44314616,72.93595709,152.8648125,4.977714271,4.977714271,13.96174611,88.16160605,91.15677198,,
04/01/2013,13.791429,13.958571,13.648571,13.711429,13.711429,17761100,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,29582700,-48.44314616,72.93595709,152.8648125,-0.631529163,-0.631529163,13.96174611,88.16160605,91.15677198,,
07/01/2013,13.77,14.535714,13.731429,14.171429,14.171429,45550400,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,75133100,-48.44314616,72.93595709,152.8648125,3.354865492,3.354865492,13.96174611,88.16160605,91.15677198,,
08/01/2013,14.287143,14.427143,13.828571,13.88,13.88,24714900,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,50418200,-48.44314616,72.93595709,152.8648125,-2.056454575,-2.056454575,13.96174611,88.16160605,91.15677198,,
09/01/2013,13.874286,13.992857,13.507143,13.701429,13.701429,20223000,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,30195200,-48.44314616,72.93595709,152.8648125,-1.286534582,-1.286534582,13.96174611,88.16160605,91.15677198,,
10/01/2013,13.795714,14.274286,13.671429,14,14,26117700,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,56312900,-48.44314616,72.93595709,152.8648125,2.179123068,2.179123068,13.96174611,88.16160605,91.15677198,Neutral,0.86915594
11/01/2013,14.025714,14.56,14,14.47,14.47,29851500,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,86164400,-48.44314616,72.93595709,152.8648125,3.357142857,3.357142857,13.96174611,88.16160605,91.15677198,,
14/01/2013,14.427143,14.928571,14.365714,14.778571,14.778571,23473100,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,109637500,-48.44314616,72.93595709,152.8648125,2.132487906,2.132487906,13.96174611,88.16160605,91.15677198,,
15/01/2013,14.717143,14.908571,14.435714,14.527143,14.527143,17068100,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,92569400,-48.44314616,72.93595709,152.8648125,-1.701301161,-1.701301161,14.07482549,88.16160605,91.15677198,,
16/01/2013,14.545714,14.614286,13.822857,13.925714,13.925714,28014700,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,64554700,-48.44314616,72.93595709,152.8648125,-4.140036344,-4.140036344,14.04500319,88.16160605,91.15677198,Neutral,0.6889051
17/01/2013,14.012857,14.085714,13.678571,13.957143,13.957143,16221100,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,80775800,-48.44314616,72.93595709,152.8648125,0.225690403,0.225690403,14.02743115,88.16160605,91.15677198,,
18/01/2013,14.34,14.562857,14.097143,14.167143,14.167143,35999600,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,116775400,-48.44314616,72.93595709,152.8648125,1.504605921,1.504605921,14.05537352,88.16160605,91.15677198,,
22/01/2013,14.235714,14.235714,13.798571,13.972857,13.972857,22773100,14.01469393,14.01469393,3.712658211,4.331244158,66.68644913,0.610306071,94002300,-48.44314616,72.93595709,152.8648125,-1.371384477,-1.371384477,14.03887022,88.16160605,91.15677198,,
23/01/2013,13.875714,14.832857,13.86,14.751429,14.751429,74235000,14.12948986,14.11292527,3.712658211,4.331244158,66.68644913,0.610306071,168237300,-9.560478763,72.93595709,152.8648125,5.572031547,5.572031547,14.18138197,88.16160605,91.15677198,,
24/01/2013,20.57,21.309999,19.945715,20.98,20.98,118805400,14.64244907,15.02853524,3.712658211,4.331244158,86.0780297,1.035182066,287042700,-4.22920787,72.93595709,152.8648125,42.22350933,42.22350933,15.54110558,88.16160605,91.15677198,,
25/01/2013,20.809999,24.668571,20.80143,24.222857,24.222857,191445800,15.39326536,16.2544448,3.712658211,4.331244158,89.50374173,1.237464847,478488500,-3.993342071,72.93595709,152.8648125,15.45689704,15.45689704,17.27745586,88.16160605,91.15677198,Negative,0.5658083
28/01/2013,24.644285,25.321428,22.969999,23.158571,23.158571,109104800,16.03520407,17.17499496,3.712658211,4.331244158,82.34248332,1.317033715,369383700,-18.30713412,72.93595709,152.8648125,-4.393726141,-4.393726141,18.45367889,88.16160605,91.15677198,,
29/01/2013,22.59,24.268572,22.375713,24.16,24.16,59542000,16.76948979,18.10632897,3.712658211,4.331244158,83.6667269,1.358164093,428925700,-9.83070918,72.93595709,152.8648125,4.324226223,4.324226223,19.59494311,91.50623354,89.28960488,,
30/01/2013,24.784286,25.071428,23.237143,23.957144,23.957144,48062700,17.50204086,18.88643764,3.712658211,4.331244158,82.3199498,1.392172729,380863000,-11.71059328,72.93595709,152.8648125,-0.839635762,-0.839635762,20.46738329,89.05452156,86.71718781,Negative,0.70243067
